n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
2,1,1,0.55,0.9,0.05,0.8424058113102159
2,1,2,0.55,0.9,0.05,0.8424058113102159
2,1,4,0.35,0.65,0.05,0.8424048111960177
1,1,4,0.65,0.9,0.1,0.8424040126680891
2,1,5,0.2,0.8,0.05,0.8424031710189192
2,1,2,0.55,0.95,0.05,0.8424012259622181
2,2,6,0.15,0.05,0.05,0.8423963645294856
2,2,10,0.25,0.15,0.05,0.8423945763105599
2,1,10,0.05,0.9,0.15,0.8423913625655522
2,1,6,0.1,0.65,0.05,0.8423829946190196
2,1,2,0.45,0.75,0.05,0.8423827308764401
2,1,6,0.4,0.95,0.05,0.8423799712455827
2,1,1,0.1,0.6,0.15,0.8423788837076911
2,1,3,0.3,0.75,0.15,0.8423786624658149
1,1,1,0.5,1.0,0.05,0.842377587528638
2,1,10,0.05,0.75,0.1,0.8423724090927232
2,1,10,0.15,1.0,0.05,0.8423722605645433
2,1,6,0.35,0.95,0.05,0.8423704366700875
2,1,10,0.15,0.7,0.05,0.8423681361767195
1,1,4,0.7,1.0,0.05,0.8423679102239466
1,1,4,0.75,1.0,0.05,0.8423679102239466
2,1,10,0.2,1.0,0.05,0.8423671557826571
2,1,5,0.3,0.9,0.1,0.842363830503782
2,2,8,0.35,0.05,0.05,0.8423632235875792
2,2,9,0.25,0.15,0.05,0.84236036493824
1,1,5,0.15,0.95,0.05,0.8423571264726809
2,1,4,0.2,0.55,0.1,0.8423561886236209
2,1,2,0.2,0.85,0.05,0.8423554723325793
2,1,7,0.15,0.7,0.1,0.8423524549867075
2,1,10,0.1,0.85,0.1,0.8423494965953612
2,1,3,0.55,0.95,0.15,0.842346347732059
2,1,4,0.25,0.75,0.05,0.8423454978182079
2,2,2,0.2,0.05,0.05,0.8423419554969103
2,1,2,0.15,0.95,0.15,0.8423386495523614
2,1,2,0.1,1.0,0.2,0.8423373070745511
1,1,2,0.5,1.0,0.05,0.8423361010691384
2,1,8,0.05,0.6,0.05,0.842334432548333
2,1,8,0.05,1.0,0.05,0.8423332051319697
2,1,6,0.1,0.55,0.05,0.8423282166769333
2,2,8,0.1,0.05,0.05,0.8423268214223938
2,1,4,0.3,0.8,0.05,0.842325024861409
2,1,7,0.35,0.9,0.05,0.842324290119289
1,1,6,0.05,0.95,0.05,0.8423239058531662
2,1,7,0.35,1.0,0.05,0.842323015577446
2,1,9,0.05,0.6,0.05,0.8423201879667072
1,1,4,0.55,0.85,0.05,0.8423186930444354
2,1,1,0.05,0.9,0.25,0.8423152586293342
1,1,4,0.7,0.85,0.05,0.8423146949147543
1,1,2,0.15,0.9,0.05,0.8423114362952082
2,1,1,0.9,0.65,0.05,0.8423097852205039
2,1,1,0.95,0.65,0.05,0.8423097852205039
2,1,2,0.95,0.65,0.05,0.8423097852205039
2,1,5,0.7,1.0,0.05,0.8423093031312064
2,1,2,0.2,0.65,0.05,0.8423084686933594
2,1,9,0.1,0.7,0.05,0.8423073227120728
1,1,4,0.35,0.95,0.05,0.8423066270960972
2,1,6,0.25,0.85,0.1,0.8422944989232545
2,1,5,0.55,0.9,0.05,0.8422912627880971
2,2,1,0.2,0.05,0.05,0.8422905095598727
2,1,8,0.05,0.95,0.05,0.8422898392906498
2,1,3,0.65,1.0,0.15,0.8422829900379456
2,2,9,0.25,0.1,0.05,0.8422789618832758
2,1,3,0.7,1.0,0.15,0.8422777159633519
1,1,4,0.35,1.0,0.05,0.842277295492906
2,2,2,0.15,0.05,0.05,0.8422741625798589
2,2,3,0.25,0.05,0.05,0.8422731533772361
2,2,6,0.3,0.05,0.05,0.8422721028376479
1,1,4,0.8,1.0,0.05,0.8422712917252786
2,1,3,0.15,0.7,0.1,0.8422694149711758
2,1,7,0.1,0.55,0.05,0.8422688737523968
2,2,6,0.25,0.05,0.05,0.8422671496595051
2,1,3,0.4,0.85,0.2,0.8422647018554988
1,1,4,0.25,1.0,0.05,0.8422632607615533
1,1,3,0.25,0.75,0.05,0.8422593845722302
2,1,9,0.1,0.55,0.05,0.8422575115212297
2,1,2,0.3,0.9,0.15,0.8422565900666216
2,1,10,0.15,0.65,0.05,0.8422558782939279
2,1,4,0.55,0.8,0.05,0.8422548363375552
2,1,4,0.55,0.85,0.05,0.8422548363375552
2,1,4,0.6,0.85,0.05,0.8422548363375552
2,1,7,0.1,0.6,0.05,0.842252943339672
2,1,4,0.95,0.8,0.05,0.8422500856327719
2,2,2,0.25,0.05,0.05,0.8422484505673481
2,1,3,0.6,0.9,0.05,0.8422480814000822
2,1,3,0.2,0.55,0.05,0.8422478935844879
1,1,4,0.6,0.9,0.05,0.842247483774587
1,1,4,0.3,1.0,0.05,0.8422457501273778
2,1,5,0.05,0.7,0.05,0.8422451239319617
1,1,5,0.05,0.9,0.1,0.8422438749871485
2,1,9,0.2,0.75,0.05,0.8422436882564781
1,1,4,0.6,0.85,0.05,0.8422432476908054
2,1,7,0.1,0.9,0.05,0.8422422716148528
2,1,10,0.05,0.85,0.15,0.8422413985030486
2,1,10,0.3,1.0,0.1,0.8422411057205992
1,1,1,0.05,0.45,0.05,0.8422372823616086
2,2,9,0.4,0.05,0.05,0.8422369711161064
2,1,1,0.05,0.6,0.2,0.8422344266663505
2,1,4,0.2,0.7,0.1,0.842233294646103
2,1,6,0.15,0.65,0.05,0.8422318875729048
2,1,1,0.7,0.8,0.05,0.8422311749448735
2,1,2,0.55,0.8,0.05,0.842230625853244
2,1,4,0.25,0.6,0.1,0.8422247045953428
2,1,5,0.3,0.8,0.1,0.8422219154769047
2,1,1,0.1,0.9,0.2,0.8422194867527357
1,1,1,0.4,1.0,0.05,0.8422166384038607
2,1,6,0.15,0.75,0.1,0.8422159102612499
2,1,10,0.2,0.7,0.05,0.8422151050075727
2,1,3,0.1,0.55,0.05,0.8422143266443446
1,1,3,0.15,0.7,0.05,0.8422128658980336
1,1,4,0.65,0.85,0.05,0.8422127841713717
2,1,7,0.25,0.85,0.1,0.8422124795721638
2,1,5,0.25,0.75,0.05,0.8422101357458871
2,1,4,0.3,0.7,0.05,0.8422101033509503
2,1,10,0.1,0.6,0.05,0.8422099446646644
2,1,4,0.1,0.55,0.15,0.8422057336305203
2,1,1,0.3,0.75,0.05,0.8422047387232668
1,1,4,0.65,0.9,0.05,0.8422007656630293
2,1,10,0.25,0.95,0.1,0.8422000790750668
2,1,10,0.3,1.0,0.05,0.8421991834722862
2,1,3,0.15,0.75,0.1,0.8421961965760791
2,1,1,0.85,0.9,0.05,0.8421954684690424
2,1,3,0.6,1.0,0.15,0.8421898731497318
2,1,5,0.8,1.0,0.05,0.8421890664784276
2,1,8,0.15,1.0,0.05,0.8421873357940843
2,2,10,0.25,0.1,0.05,0.842185420849728
2,1,1,0.1,0.9,0.15,0.8421850065106247
2,1,4,0.05,0.55,0.1,0.8421822040839937
2,1,2,0.85,0.85,0.1,0.8421805653302501
2,1,2,0.2,0.95,0.05,0.8421805460275851
2,1,7,0.1,0.75,0.05,0.8421787962473124
2,1,1,0.1,0.7,0.25,0.8421755439797949
2,1,1,0.2,0.9,0.05,0.8421748383361383
2,1,1,0.2,0.7,0.05,0.8421719278432771
2,1,7,0.15,0.85,0.05,0.8421673856665931
2,1,10,0.15,0.9,0.05,0.84216457079518
2,1,2,0.1,0.55,0.15,0.8421628762515091
1,1,2,0.4,1.0,0.05,0.8421625640779996
2,1,9,0.05,0.7,0.05,0.8421581622020134
2,1,6,0.05,0.6,0.05,0.8421580974269698
1,1,5,0.05,0.9,0.05,0.8421575452468428
2,1,2,0.65,0.9,0.05,0.8421567571609617
1,1,4,0.3,0.95,0.05,0.8421553532997208
2,1,10,0.15,0.8,0.05,0.8421534031590456
2,1,2,0.6,1.0,0.1,0.8421518448443397
2,1,1,0.6,1.0,0.1,0.8421506656248317
2,1,1,0.05,0.85,0.35,0.8421475678897069
2,1,1,0.2,1.0,0.05,0.8421466295607117
2,1,2,0.2,1.0,0.05,0.8421466295607117
2,2,7,0.3,0.05,0.05,0.8421432345290506
2,1,1,0.15,0.9,0.1,0.8421424202384117
2,1,6,0.1,0.9,0.05,0.8421387163011863
2,1,6,0.25,0.95,0.05,0.8421373809360144
2,1,7,0.15,0.9,0.05,0.8421366529945414
2,1,8,0.1,0.55,0.05,0.8421363052688351
2,1,1,1.0,0.65,0.05,0.8421357444619667
2,1,10,0.2,0.95,0.05,0.8421350239660509
2,1,8,0.2,0.9,0.05,0.8421337599088358
2,1,6,0.05,0.4,0.05,0.8421327760711692
2,1,5,0.2,0.75,0.05,0.8421304436588197
2,1,7,0.15,0.65,0.05,0.8421295166137842
2,1,5,0.1,0.75,0.05,0.8421274614740855
2,1,2,0.65,0.85,0.05,0.8421251574486
2,2,4,0.25,0.15,0.05,0.8421248031707949
1,1,3,0.05,0.5,0.05,0.8421184875009912
2,1,1,0.9,0.95,0.1,0.8421139873794781
2,1,2,0.9,0.95,0.1,0.8421139873794781
2,1,9,0.3,1.0,0.05,0.8421124871755696
2,1,6,0.05,0.55,0.05,0.8421085849742543
2,1,7,0.15,0.6,0.05,0.8421085003592632
2,1,9,0.15,0.7,0.1,0.842108294252086
2,1,3,0.45,0.85,0.1,0.8421042634260247
2,1,6,0.15,0.75,0.05,0.8421004823222573
2,1,2,0.7,0.75,0.05,0.8420958546833434
2,1,6,0.3,0.9,0.1,0.842091482448678
2,1,1,0.1,0.95,0.1,0.8420913910459245
2,1,2,0.15,1.0,0.1,0.8420885519208399
2,1,1,0.05,0.85,0.3,0.8420881623408313
2,1,5,0.2,0.85,0.05,0.8420870598487256
2,1,2,0.85,1.0,0.15,0.8420863169274525
2,1,10,0.1,0.75,0.05,0.8420856364420458
2,1,8,0.25,0.9,0.1,0.8420826873320607
1,1,4,0.1,0.65,0.05,0.842082537451207
2,1,1,0.85,1.0,0.1,0.8420816948095207
2,1,6,0.1,0.8,0.05,0.8420814637678136
2,1,10,0.05,0.95,0.05,0.842078128027281
2,1,2,0.05,0.85,0.2,0.8420767828029488
2,1,7,0.05,0.55,0.05,0.8420761730350971
2,1,1,0.2,0.8,0.05,0.8420726512198667
2,1,2,0.65,1.0,0.1,0.8420711941414488
2,1,5,0.25,0.85,0.1,0.8420672637902039
2,1,2,0.85,1.0,0.1,0.842067055360919
2,1,6,0.2,0.8,0.1,0.8420669762139855
2,1,5,0.3,0.85,0.2,0.8420668018612422
2,2,6,0.2,0.05,0.05,0.8420603869742932
1,1,6,0.1,1.0,0.05,0.8420601806719402
2,1,4,0.25,0.7,0.1,0.8420583953107847
2,1,4,0.8,0.95,0.05,0.8420557086452953
2,1,2,0.85,0.9,0.05,0.8420550817636284
2,1,8,0.15,0.95,0.05,0.8420531433938031
2,1,6,0.15,0.8,0.1,0.8420523001117185
2,1,5,0.15,0.7,0.05,0.8420488629811314
2,1,8,0.15,0.7,0.05,0.8420405529004201
2,1,6,0.1,0.75,0.05,0.8420391495335081
2,1,4,0.2,0.6,0.15,0.84203567325611
2,2,2,0.25,0.1,0.05,0.84203107903309
2,1,7,0.05,0.5,0.05,0.8420284861147435
2,1,2,0.5,0.95,0.05,0.8420229177149526
2,1,3,0.2,0.7,0.2,0.8420224388397235
2,1,2,1.0,0.65,0.05,0.8420205986969157
1,1,4,0.6,1.0,0.1,0.8420201385366656
2,1,9,0.05,0.85,0.05,0.8420201027453513
2,1,7,0.05,0.45,0.05,0.8420188172447636
2,1,2,0.4,0.8,0.05,0.8420180559507585
2,1,1,0.25,0.6,0.05,0.8420175842909288
2,1,6,0.25,0.9,0.1,0.8420166211735846
2,1,4,0.45,0.8,0.05,0.8420148810533126
1,1,1,0.45,1.0,0.05,0.8420146527758218
2,1,6,0.2,0.8,0.05,0.8420142859788289
1,1,3,0.35,0.8,0.05,0.842013368400198
2,1,2,0.25,0.6,0.05,0.8420127922366011
2,1,1,0.15,0.55,0.05,0.8420091864219534
2,1,5,0.05,0.75,0.05,0.8420086190610107
2,1,9,0.05,0.9,0.05,0.8420009420545729
2,1,4,0.85,1.0,0.05,0.8420005725470824
2,1,1,0.6,0.95,0.05,0.8419997922313067
2,1,2,0.6,0.95,0.05,0.8419997922313067
2,1,9,0.05,0.95,0.05,0.8419968771127503
2,1,9,0.2,0.95,0.05,0.8419967363652405
2,1,5,0.35,0.85,0.1,0.8419943214968725
1,1,2,0.05,0.45,0.05,0.8419930646415704
2,1,6,0.15,0.9,0.05,0.8419884992715059
2,1,1,0.55,0.95,0.05,0.8419869515710551
2,1,1,0.8,0.7,0.05,0.8419865374012659
2,1,10,0.15,0.75,0.05,0.8419828228389404
2,1,2,0.15,0.95,0.1,0.8419803829482458
2,1,1,0.65,0.8,0.05,0.841974103817076
1,1,5,0.05,0.8,0.05,0.841971860409971
2,1,2,0.1,0.95,0.1,0.8419700216308369
2,1,5,0.3,0.85,0.15,0.8419680907752225
2,1,4,0.35,0.7,0.05,0.8419660903851641
2,1,1,0.75,0.85,0.05,0.8419646079471546
2,1,10,0.05,1.0,0.05,0.8419625681489883
1,1,4,0.15,0.8,0.05,0.8419599378951579
2,1,1,0.15,0.65,0.05,0.8419562708828591
2,2,7,0.2,0.05,0.05,0.8419516960871212
2,1,5,0.45,0.85,0.05,0.8419513957383511
2,1,6,0.25,0.8,0.05,0.8419512465646718
2,1,5,0.1,0.7,0.05,0.8419478391926767
2,1,1,0.2,0.55,0.05,0.8419475825779204
2,1,2,0.2,0.55,0.05,0.8419475825779204
2,1,1,0.15,0.85,0.1,0.841944720319705
2,1,1,0.15,1.0,0.1,0.8419410939868653
2,1,4,0.2,0.65,0.1,0.8419407338110252
2,1,10,0.2,0.9,0.05,0.8419368093173313
2,1,6,0.15,0.85,0.05,0.8419348084920923
2,1,8,0.25,0.95,0.1,0.8419336079438381
1,1,4,0.05,0.8,0.05,0.8419328239814275
2,1,1,0.15,0.95,0.1,0.8419301490333376
1,1,1,0.15,0.9,0.05,0.8419292605397485
1,1,3,0.2,0.85,0.05,0.8419194618317498
1,1,3,0.15,0.75,0.05,0.8419189700960056
2,1,1,0.1,0.55,0.15,0.8419181566400857
2,1,10,0.05,0.85,0.1,0.8419172105670911
2,1,2,0.15,0.55,0.05,0.8419148489950373
2,1,8,0.15,0.8,0.05,0.8419073557856238
2,1,7,0.1,0.8,0.05,0.8419071342112456
2,1,10,0.05,0.7,0.05,0.8418987618557646
2,1,3,0.5,0.85,0.05,0.8418965832129558
2,1,4,0.35,0.8,0.05,0.8418904950458728
2,1,1,0.1,0.7,0.2,0.8418899403508461
2,1,4,0.3,0.85,0.05,0.8418882782300567
2,1,1,0.15,0.9,0.05,0.8418879638985287
2,1,5,1.0,1.0,0.05,0.8418852694826101
2,1,1,0.25,0.65,0.05,0.8418810809066415
2,1,6,0.15,0.8,0.05,0.8418794495259706
2,1,6,0.2,0.75,0.05,0.8418773322049348
2,1,6,0.35,0.85,0.05,0.8418766634564978
1,1,4,0.4,0.9,0.05,0.8418762112100694
1,1,4,0.05,0.65,0.05,0.8418715640358378
1,1,2,0.15,0.85,0.05,0.8418708886860259
2,1,7,0.25,0.9,0.15,0.841869901057364
1,1,5,0.2,1.0,0.05,0.8418646041157701
2,1,2,0.2,0.8,0.05,0.8418608813835206
2,1,5,0.3,0.85,0.1,0.8418588945348271
2,1,2,0.15,0.9,0.05,0.8418555980858585
2,1,7,0.2,1.0,0.05,0.8418506811036842
1,1,3,0.5,1.0,0.05,0.8418472596888406
2,1,8,0.25,0.9,0.05,0.8418468320145619
1,1,3,0.3,0.8,0.05,0.8418452132719462
2,1,4,0.35,0.85,0.05,0.8418426667887063
2,1,5,0.05,0.8,0.05,0.8418423975281027
2,1,1,0.05,0.6,0.15,0.84184085511456
1,1,4,0.65,1.0,0.05,0.8418398010900089
1,1,4,0.7,0.95,0.05,0.8418379785189183
2,1,2,0.25,0.7,0.05,0.8418349792239425
2,1,6,0.3,0.85,0.05,0.8418276847225475
2,1,6,0.35,0.9,0.05,0.8418276847225475
2,1,7,0.05,0.65,0.05,0.8418229345100168
2,1,9,0.2,0.8,0.05,0.8418210380814816
2,1,2,0.2,0.9,0.05,0.8418203432102543
2,1,8,0.3,1.0,0.05,0.8418190717691634
1,1,4,0.85,1.0,0.05,0.8418175566114802
2,1,3,0.1,0.75,0.15,0.8418169666419424
2,1,10,0.05,0.75,0.05,0.8418163398019614
2,1,5,0.3,0.85,0.05,0.8418162570323292
2,2,7,0.25,0.05,0.05,0.8418135109099761
2,1,2,0.15,0.65,0.05,0.8418115144535178
2,1,4,0.3,0.6,0.1,0.8418046852644574
2,1,10,0.25,0.9,0.05,0.8418009371137316
2,1,4,0.3,0.6,0.05,0.8417981703784994
2,1,9,0.05,0.75,0.05,0.8417971325748475
2,1,9,0.1,0.8,0.05,0.8417910157017624
2,1,3,0.1,0.65,0.1,0.8417891324199783
2,1,4,0.25,0.65,0.05,0.8417850215373878
2,1,1,0.05,0.85,0.25,0.8417832927832228
2,1,2,0.9,0.9,0.1,0.8417796693234771
2,1,1,0.35,0.9,0.05,0.8417772599205222
2,1,2,0.35,0.9,0.05,0.8417772599205222
2,1,1,0.1,0.7,0.15,0.8417767948156029
2,1,8,0.15,0.75,0.05,0.8417767490696187
2,1,2,0.3,0.75,0.05,0.8417749392434892
2,1,9,0.15,0.9,0.05,0.84177322882044
2,1,3,0.1,0.7,0.15,0.8417703642726898
2,1,10,0.25,1.0,0.1,0.841765995389062
2,1,4,1.0,0.85,0.05,0.8417651576247741
2,1,1,0.5,0.95,0.05,0.841761733596413
2,1,9,0.25,0.9,0.1,0.8417615473908857
2,1,5,0.85,1.0,0.05,0.8417614006310297
2,1,7,0.05,0.6,0.05,0.8417539650870394
2,1,2,0.2,0.7,0.05,0.841750846991958
2,1,8,0.25,0.95,0.05,0.8417487914818629
2,1,2,0.3,0.7,0.05,0.841730095922111
2,1,1,0.7,0.75,0.05,0.8417257823427226
2,1,3,0.2,0.75,0.05,0.8417253260760954
2,1,6,0.1,0.85,0.05,0.8417242580094574
2,1,10,0.25,1.0,0.05,0.8417220947750881
2,1,2,0.4,0.9,0.05,0.8417219818864687
2,1,3,0.45,0.85,0.05,0.8417211179509384
2,1,4,0.05,0.55,0.05,0.841716604031013
2,1,4,0.65,0.9,0.05,0.8417114601821638
2,1,6,0.05,0.5,0.05,0.841709996590636
1,1,3,0.5,0.95,0.05,0.8417094657290275
2,1,7,0.25,0.9,0.1,0.8417089387113339
1,1,3,0.25,0.85,0.05,0.8417083335961918
2,1,8,0.2,0.85,0.05,0.8417073412008939
2,1,8,0.05,0.55,0.05,0.8417054291321309
2,1,1,0.3,0.7,0.05,0.8417009562703299
2,2,9,0.2,0.1,0.05,0.8417007534953523
2,1,2,0.75,0.8,0.05,0.8416993524092916
2,1,6,0.25,0.9,0.05,0.8416990057214263
2,1,1,0.65,1.0,0.1,0.8416988646488105
2,1,1,0.7,1.0,0.1,0.8416988646488105
2,1,2,0.65,1.0,0.05,0.8416945519239175
2,1,2,0.55,1.0,0.1,0.841691653669394
2,1,3,0.1,0.8,0.15,0.8416915880078369
1,1,9,0.05,1.0,0.05,0.8416881410539213
2,1,4,0.25,0.7,0.05,0.841687841441255
2,1,2,0.85,0.95,0.1,0.8416876279554738
2,2,8,0.15,0.05,0.05,0.8416876006205749
2,1,1,0.1,0.9,0.1,0.8416865232732749
2,1,1,0.4,0.9,0.05,0.841684639484504
2,1,1,0.65,0.95,0.1,0.8416842252002088
2,1,2,0.65,0.95,0.1,0.8416842252002088
2,1,2,0.7,1.0,0.1,0.8416842252002088
2,2,9,0.2,0.05,0.1,0.8416811642141712
2,1,1,1.0,0.95,0.1,0.8416704006893667
2,2,10,0.2,0.05,0.1,0.8416675179245477
2,1,1,0.45,0.95,0.05,0.8416664208149224
2,1,2,0.45,0.95,0.05,0.8416664208149224
2,1,4,0.1,0.5,0.05,0.8416627538943059
2,1,6,0.05,0.7,0.05,0.8416572203590716
2,1,8,0.05,0.8,0.1,0.8416525425992195
2,1,1,0.6,0.9,0.05,0.84164969070971
2,1,2,1.0,0.95,0.05,0.8416467715445807
2,1,2,0.15,0.6,0.1,0.8416450730093663
1,1,4,0.5,0.95,0.1,0.8416428397986697
2,1,4,0.15,0.6,0.1,0.8416401221895863
2,1,1,0.15,0.6,0.05,0.8416358615836688
2,1,2,0.15,0.6,0.05,0.8416358615836688
2,1,3,0.05,0.6,0.05,0.8416343422727931
1,1,4,0.55,0.95,0.1,0.8416326400833535
2,2,10,0.15,0.1,0.05,0.8416321963565175
2,1,8,0.2,1.0,0.05,0.8416300838281793
2,2,10,0.2,0.1,0.05,0.8416271634707021
2,1,7,0.05,0.8,0.05,0.8416262299158858
2,1,1,0.15,0.45,0.05,0.8416238740670224
2,1,2,0.15,0.45,0.05,0.8416238740670224
2,1,10,0.1,0.8,0.1,0.841620906054993
2,2,8,0.2,0.1,0.05,0.841620204726911
2,1,9,0.05,1.0,0.05,0.841619647043211
2,1,1,0.95,0.95,0.1,0.8416138078857898
2,1,9,0.1,0.85,0.2,0.8416123042089295
2,1,1,0.65,1.0,0.05,0.8416099837414747
2,1,1,0.9,1.0,0.1,0.8416039652081818
2,2,7,0.15,0.05,0.05,0.8416033396434568
2,1,7,0.05,1.0,0.05,0.8415969637169747
2,1,2,0.9,1.0,0.1,0.8415893257595801
2,1,2,0.85,0.85,0.05,0.8415892502985667
2,1,5,0.95,1.0,0.05,0.841588492350536
2,1,6,0.2,0.9,0.05,0.8415862437148872
2,1,2,0.35,0.8,0.05,0.8415834745239279
2,1,1,0.1,0.65,0.05,0.8415784631499831
2,1,2,0.95,0.95,0.1,0.8415781016992728
1,1,5,0.15,1.0,0.05,0.8415771745386371
1,1,4,0.5,0.9,0.1,0.8415751461375007
2,1,9,0.15,1.0,0.05,0.8415746684640789
2,1,9,0.1,0.85,0.15,0.8415666325136887
2,1,2,0.7,0.85,0.05,0.8415653407851033
2,1,3,0.55,0.9,0.1,0.841562299122147
2,1,9,0.15,0.95,0.05,0.8415576473579074
2,1,2,0.8,0.85,0.05,0.8415522753871806
2,1,1,0.9,0.9,0.05,0.8415512378912579
2,1,2,0.9,0.9,0.05,0.8415512378912579
2,1,1,0.6,1.0,0.05,0.8415502755537243
2,1,2,0.6,1.0,0.05,0.8415502755537243
2,1,5,0.9,1.0,0.05,0.8415485341135585
2,1,4,0.2,0.6,0.1,0.8415469580785271
2,1,4,0.2,0.55,0.05,0.841545842534363
2,1,2,0.3,0.9,0.1,0.8415443360016546
2,1,1,0.15,0.7,0.05,0.8415419137779522
2,1,2,0.15,0.7,0.05,0.8415419137779522
2,1,9,0.25,0.9,0.05,0.8415415750025586
2,1,3,0.15,0.75,0.05,0.8415396421658067
2,1,7,0.2,0.95,0.05,0.8415395636422537
2,1,6,0.2,1.0,0.05,0.8415385062851117
2,1,6,0.15,0.7,0.05,0.8415375247330423
2,1,3,0.7,1.0,0.1,0.841536908210851
2,1,2,0.15,0.85,0.1,0.8415344267212166
2,1,2,0.25,0.65,0.05,0.8415331679500329
1,1,4,0.55,0.9,0.1,0.8415297676731067
2,1,2,0.1,0.65,0.05,0.8415294835406933
2,1,6,0.25,0.85,0.05,0.8415254217079094
2,1,9,0.1,0.85,0.1,0.8415245541917402
2,1,4,0.75,0.95,0.05,0.8415235237012988
2,1,4,0.8,1.0,0.05,0.8415217240644107
2,1,1,0.3,0.9,0.05,0.8415110638284743
2,1,8,0.1,0.9,0.05,0.841509326826545
2,1,7,0.25,0.95,0.05,0.8415069812010497
2,1,1,0.2,0.75,0.05,0.8415065645910612
2,1,2,0.15,0.85,0.05,0.8415055069982609
2,1,3,0.1,0.7,0.1,0.8415053631195123
2,1,4,0.4,0.75,0.05,0.8415021836816249
2,1,6,0.15,0.95,0.05,0.8415001257709556
2,1,6,0.2,0.85,0.05,0.8414994670365387
2,1,1,0.35,1.0,0.1,0.8414953403898335
2,1,2,0.35,1.0,0.1,0.8414953403898335
2,1,1,0.8,0.85,0.05,0.8414840278452488
2,1,7,0.05,0.9,0.05,0.8414825585105781
2,1,9,0.2,1.0,0.05,0.8414819174229505
2,1,1,0.25,0.7,0.05,0.8414810186947107
2,1,1,0.3,0.8,0.05,0.8414789614313973
2,1,2,0.3,0.8,0.05,0.8414789614313973
1,1,3,0.1,0.6,0.05,0.8414745325149057
2,1,2,0.05,0.9,0.15,0.8414735183852492
2,1,5,0.3,0.8,0.05,0.8414653340878983
2,1,2,0.15,0.95,0.05,0.8414642309150281
2,1,1,0.3,0.85,0.05,0.8414606059834844
2,1,2,0.3,0.85,0.05,0.8414606059834844
1,1,4,0.15,1.0,0.25,0.8414584146797525
2,1,8,0.05,0.65,0.1,0.8414552950584698
2,1,6,0.15,1.0,0.05,0.841454593663147
1,1,5,0.1,1.0,0.05,0.8414475490925214
2,1,4,0.15,0.5,0.05,0.8414464435415041
2,1,2,0.1,0.6,0.05,0.8414370375121176
2,1,7,0.15,0.95,0.05,0.8414304449631392
2,1,8,0.05,0.5,0.05,0.841429982841133
2,1,2,0.35,0.95,0.05,0.8414263758605715
2,1,10,0.05,0.9,0.1,0.8414172675579593
2,1,3,0.15,0.7,0.05,0.8414160722459225
2,1,5,0.1,0.9,0.05,0.841413916270452
2,1,3,0.15,0.65,0.05,0.8414113425283833
2,1,1,0.3,0.95,0.05,0.8414033864726519
2,1,2,0.3,0.9,0.05,0.8414031005906702
2,1,1,0.15,0.95,0.05,0.8414005825256446
2,1,7,0.2,0.8,0.1,0.841399569924204
2,1,6,0.2,0.95,0.05,0.8413935980058013
1,1,3,0.45,0.9,0.05,0.8413900814303604
2,1,1,0.35,0.95,0.05,0.8413864390993071
2,1,2,0.15,1.0,0.05,0.8413843954270371
2,2,9,0.35,0.05,0.05,0.8413771654918835
2,1,4,0.25,0.8,0.05,0.8413754533699027
2,1,2,0.75,0.85,0.05,0.8413665025584497
2,1,5,0.35,0.9,0.1,0.8413647023803007
2,1,3,0.2,0.65,0.05,0.8413630023938233
2,1,1,0.35,0.85,0.05,0.8413612905379854
2,1,1,0.95,0.9,0.05,0.8413611517170677
2,1,1,0.6,0.85,0.05,0.8413597288517691
2,1,2,0.35,1.0,0.05,0.841359502049608
2,1,2,0.5,1.0,0.05,0.8413585087631626
2,1,9,0.15,0.7,0.05,0.8413533956499469
2,1,3,0.65,0.95,0.05,0.8413532848143631
2,1,1,0.1,0.85,0.1,0.8413531186296169
2,1,2,0.6,0.85,0.05,0.8413515049741233
2,1,2,0.3,0.95,0.05,0.8413476626176705
2,1,3,0.2,0.7,0.15,0.8413407961323636
2,1,1,0.5,1.0,0.05,0.8413406527450941
2,1,1,0.35,1.0,0.05,0.8413324694853274
2,1,3,0.75,1.0,0.05,0.8413304548170945
2,1,2,0.35,0.85,0.05,0.841321790975544
2,1,4,0.15,0.65,0.05,0.841320171697813
2,1,9,0.25,0.95,0.1,0.8413190909109167
1,1,3,0.4,0.95,0.05,0.8413179462812547
2,1,1,0.4,1.0,0.05,0.8413122946461594
2,1,2,0.4,1.0,0.05,0.8413122946461594
2,1,5,0.25,0.95,0.05,0.8413102222488121
2,1,3,0.7,1.0,0.05,0.8413073441315786
2,1,4,0.7,0.95,0.05,0.8413040489096355
2,1,9,0.05,0.8,0.05,0.8413023207290466
2,1,1,0.4,0.95,0.05,0.8413009010351498
2,1,2,0.4,0.95,0.05,0.8413009010351498
2,1,3,0.7,0.95,0.05,0.8413005763217336
2,1,2,0.65,0.95,0.05,0.8412975828748219
2,1,9,0.15,0.85,0.05,0.8412915851555995
2,1,1,0.65,0.9,0.05,0.8412903821566556
1,1,4,0.65,0.95,0.05,0.8412890880458458
2,1,1,0.95,1.0,0.1,0.8412829422811926
1,1,2,0.2,1.0,0.05,0.8412788537236967
2,1,7,0.05,0.95,0.05,0.8412779826915641
2,1,1,0.75,0.8,0.05,0.8412776089505084
